,TeamName,LogID,TeamColor,GameMode,Map
419,Dreamybull's Kitchen,3641615,Red,KOTH,koth_ashville_final1
420,Dreamybull's Kitchen,3641583,Red,KOTH,koth_product_final
421,Dreamybull's Kitchen,3654295,Red,PL,pl_vigil_rc10
422,Dreamybull's Kitchen,3654278,Blue,PL,pl_vigil_rc10
423,Dreamybull's Kitchen,3654266,Blue,PL,pl_vigil_rc10
424,Dreamybull's Kitchen,3654203,Red,PL,pl_vigil_rc10
425,Dreamybull's Kitchen,3654142,Blue,PL,pl_vigil_rc10
426,Dreamybull's Kitchen,3654116,Red,PL,pl_vigil_rc10
427,Dreamybull's Kitchen,3654094,Blue,PL,pl_vigil_rc10
428,Dreamybull's Kitchen,3654045,Red,PL,pl_vigil_rc10
429,Dreamybull's Kitchen,3662759,Blue,PL,pl_swiftwater_final1
430,Dreamybull's Kitchen,3662684,Red,PL,pl_swiftwater_final1
431,Dreamybull's Kitchen,3662656,Blue,PL,pl_swiftwater_final1
432,Dreamybull's Kitchen,3662650,Blue,PL,pl_swiftwater_final1
433,Dreamybull's Kitchen,3662607,Red,PL,pl_swiftwater_final1
434,Dreamybull's Kitchen,3662582,Blue,PL,pl_swiftwater_final1
435,Dreamybull's Kitchen,3645912,Blue,PL,pl_vigil_rc10
436,Dreamybull's Kitchen,3645858,Blue,KOTH,koth_product_final
437,Dreamybull's Kitchen,3645816,Blue,KOTH,koth_lakeside_final
438,Dreamybull's Kitchen,3645790,Red,PL,pl_upward_f10
439,Dreamybull's Kitchen,3644758,Red,KOTH,koth_lakeside_r2
440,Dreamybull's Kitchen,3644726,Blue,KOTH,koth_ashville_final1
441,Dreamybull's Kitchen,3644702,Blue,PL,pl_vigil_rc10
442,Dreamybull's Kitchen,3644678,Red,KOTH,koth_product_final
443,Dreamybull's Kitchen,3649148,Blue,KOTH,koth_product_final
444,Dreamybull's Kitchen,3649124,Red,PL,pl_vigil_rc10
445,Dreamybull's Kitchen,3649175,Blue,KOTH,koth_product_final
446,Dreamybull's Kitchen,3673812,Blue,KOTH,koth_lakeside_r2
447,Dreamybull's Kitchen,3673782,Blue,KOTH,koth_lakeside_r2
448,Dreamybull's Kitchen,3673775,Red,KOTH,koth_lakeside_r2
449,Dreamybull's Kitchen,3673740,Red,KOTH,koth_lakeside_r2
450,Dreamybull's Kitchen,3673715,Red,KOTH,koth_lakeside_r2
451,Dreamybull's Kitchen,3641147,Blue,KOTH,koth_product_final
452,Dreamybull's Kitchen,3641125,Blue,KOTH,koth_ashville_final
453,Dreamybull's Kitchen,3641086,Blue,KOTH,koth_product_final
454,Dreamybull's Kitchen,3641070,Blue,KOTH,koth_product_final
455,Dreamybull's Kitchen,3641061,Blue,KOTH,koth_product_final
456,Dreamybull's Kitchen,3641045,Red,PL,pl_upward
457,Dreamybull's Kitchen,3671153,Blue,PL,pl_upward_f12
458,Dreamybull's Kitchen,3671111,Blue,PL,pl_upward_f12
459,Dreamybull's Kitchen,3671056,Red,PL,pl_upward_f12
460,Dreamybull's Kitchen,3671016,Red,PL,pl_upward_f12
461,Dreamybull's Kitchen,3670990,Blue,PL,pl_upward_f12
462,Dreamybull's Kitchen,3670961,Red,PL,pl_upward_f12
463,Dreamybull's Kitchen,3670400,Red,PL,pl_upward_f12
464,Dreamybull's Kitchen,3670398,Red,PL,pl_upward_f12
465,Dreamybull's Kitchen,3670353,Red,PL,pl_upward_f12
466,Dreamybull's Kitchen,3662182,Red,PL,pl_swiftwater_final1
467,Dreamybull's Kitchen,3662156,Red,PL,pl_swiftwater_final1
468,Dreamybull's Kitchen,3662105,Blue,PL,pl_swiftwater_final1
469,Dreamybull's Kitchen,3662083,Red,PL,pl_swiftwater_final1
470,Dreamybull's Kitchen,3662080,Red,PL,pl_swiftwater_final1
471,Dreamybull's Kitchen,3662036,Blue,PL,pl_swiftwater_final1
472,Dreamybull's Kitchen,3669867,Red,PL,pl_upward_f10
473,Dreamybull's Kitchen,3669856,Red,PL,pl_upward_f10
474,Dreamybull's Kitchen,3669818,Blue,PL,pl_upward_f10
475,Dreamybull's Kitchen,3669804,Blue,PL,pl_upward_f12
476,Dreamybull's Kitchen,3669792,Blue,PL,pl_upward_f12
477,Dreamybull's Kitchen,3669770,Red,PL,pl_upward_f12
478,Dreamybull's Kitchen,3669741,Blue,PL,pl_upward_f12
479,@MST,3671153,Red,PL,pl_upward_f12
480,@MST,3671111,Red,PL,pl_upward_f12
481,@MST,3671056,Blue,PL,pl_upward_f12
482,@MST,3670996,Blue,PL,pl_upward_f12
483,@MST,3670963,Red,PL,pl_upward_f12
484,@MST,3670484,Blue,PL,pl_upward_f12
485,@MST,3670464,Blue,PL,pl_upward_f12
486,@MST,3670429,Red,PL,pl_upward_f12
487,@MST,3670392,Blue,PL,pl_upward_f12
488,@MST,3670354,Red,PL,pl_upward_f12
489,@MST,3670335,Blue,PL,pl_upward_f12
490,@MST,3669842,Red,PL,pl_upward_f11
491,@MST,3669812,Blue,PL,pl_upward_f11
492,@MST,3669791,Blue,PL,pl_upward_f12
493,@MST,3669758,Red,PL,pl_upward_f12
494,@MST,3662782,Blue,PL,pl_swiftwater_final1
495,@MST,3662721,Red,PL,pl_swiftwater_final1
496,@MST,3662675,Blue,PL,pl_swiftwater_final1
497,@MST,3662623,Blue,PL,pl_swiftwater_final1
498,@MST,3662587,Red,PL,pl_swiftwater_final1
499,@MST,3661478,Blue,PL,pl_swiftwater_final1
500,@MST,3661477,Blue,PL,pl_swiftwater_final1
501,@MST,3661459,Red,PL,pl_swiftwater_final1
502,@MST,3658586,Red,KOTH,koth_product_final
503,@MST,3658521,Red,KOTH,koth_product_final
504,@MST,3658489,Red,KOTH,koth_product_final
505,@MST,3658416,Blue,KOTH,koth_product_final
506,@MST,3658389,Blue,KOTH,koth_product_final
507,@MST,3657938,Red,KOTH,koth_product_final
508,@MST,3657926,Red,KOTH,koth_product_final
509,@MST,3657871,Red,KOTH,koth_product_final
510,@MST,3657833,Red,KOTH,koth_product_final
511,@MST,3657807,Red,KOTH,koth_product_final
512,@MST,3657772,Red,KOTH,koth_product_final
513,@MST,3654235,Blue,PL,pl_vigil_rc10
514,@MST,3654208,Blue,PL,pl_vigil_rc10
515,@MST,3654150,Red,PL,pl_vigil_rc10
516,@MST,3654110,Red,PL,pl_vigil_rc10
517,@MST,3654062,Blue,PL,pl_vigil_rc10
518,@MST,3654033,Red,PL,pl_vigil_rc10
519,@MST,3653553,Red,PL,pl_vigil_rc10
520,@MST,3653534,Red,PL,pl_vigil_rc10
521,@MST,3653509,Blue,PL,pl_vigil_rc10
522,@MST,3653477,Red,PL,pl_vigil_rc10
523,@MST,3653444,Blue,PL,pl_vigil_rc10
524,@MST,3653391,Red,PL,pl_vigil_rc10
525,@MST,3649174,Blue,KOTH,koth_ashville_final
526,@MST,3649159,Blue,KOTH,koth_ashville_final
527,@MST,3649133,Red,PL,pl_vigil_rc10
528,@MST,3648542,Red,PL,pl_vigil_rc9
529,@MST,3648501,Blue,KOTH,koth_product_final
530,@MST,3641159,Blue,PL,pl_vigil_rc10
531,@MST,3641108,Blue,KOTH,koth_ashville_final
532,@MST,3641074,Blue,PL,pl_vigil_rc10
533,@MST,3641048,Blue,KOTH,koth_product_final
534,@MST,3662180,Blue,PL,pl_swiftwater_final1
535,@MST,3662166,Blue,PL,pl_swiftwater_final1
536,@MST,3662114,Red,PL,pl_swiftwater_final1
537,@MST,3662068,Blue,PL,pl_swiftwater_final1
538,@MST,3662028,Red,PL,pl_swiftwater_final1
539,@MST,3652832,Blue,PL,pl_vigil_rc10
540,@MST,3652819,Red,PL,pl_vigil_rc10
541,@MST,3652773,Blue,PL,pl_vigil_rc10
542,@MST,3652737,Red,PL,pl_vigil_rc10
543,@MST,3652704,Blue,PL,pl_vigil_rc10
544,@MST,3640490,Red,PL,pl_upward_f11
545,@MST,3640458,Blue,KOTH,koth_product_final
546,@MST,3640425,Red,KOTH,koth_ashville_final
547,@MST,3640413,Blue,PL,pl_vigil_rc10
548,@MST,3649855,Blue,PL,pl_upward_f11
549,@MST,3649793,Red,KOTH,koth_product_final
550,@MST,3649762,Blue,PL,pl_vigil_rc10
551,@MST,3649720,Red,KOTH,koth_product_final
552,@MST,3674485,Red,KOTH,koth_lakeside_r2
553,@MST,3674472,Red,KOTH,koth_lakeside_r2
554,@MST,3674419,Red,KOTH,koth_lakeside_r2
555,@MST,3666897,Red,KOTH,koth_ashville_final1
556,@MST,3666855,Red,KOTH,koth_ashville_final1
557,@MST,3666803,Red,KOTH,koth_ashville_final1
558,@MST,3666745,Red,KOTH,koth_ashville_final1
559,@MST,3666254,Blue,KOTH,koth_ashville_final1
560,@MST,3666189,Blue,KOTH,koth_ashville_final1
561,@MST,3666152,Blue,KOTH,koth_ashville_final1
562,@MST,3666121,Blue,KOTH,koth_ashville_final1
563,@MST,3657220,Red,KOTH,koth_product_final
564,@MST,3657208,Red,KOTH,koth_product_final
565,@MST,3657180,Red,KOTH,koth_product_final
566,@MST,3657144,Red,KOTH,koth_product_final
567,@MST,3657101,Red,KOTH,koth_product_final
568,@MST,3645921,Blue,PL,pl_vigil_rc10
569,@MST,3645886,Red,PL,pl_vigil_rc10
570,@MST,3645839,Red,KOTH,koth_ashville_final
571,@MST,3645805,Blue,KOTH,koth_ashville_final
572,@MST,3645787,Blue,PL,pl_vigil_rc10
573,@MST,3645765,Red,PL,pl_vigil_rc10
574,@MST,3645366,Red,PL,pl_vigil_rc10
575,@MST,3645325,Red,KOTH,koth_ashville_final
576,@MST,3645281,Blue,KOTH,koth_ashville_final1
577,@MST,3645263,Blue,KOTH,koth_lakeside_r2
578,@MST,3645230,Blue,KOTH,koth_lakeside_r2
579,@MST,3644780,Red,PL,pl_vigil_rc10
580,@MST,3644746,Red,KOTH,koth_product_final
581,@MST,3644731,Red,KOTH,koth_product_final
582,@MST,3665520,Red,KOTH,koth_ashville_final1
583,@MST,3665489,Red,KOTH,koth_ashville_final1
584,@MST,3665465,Red,KOTH,koth_ashville_final1
585,@MST,3665578,Red,KOTH,koth_ashville_final1
586,@MST,3665570,Red,KOTH,koth_ashville_final1
587,@MST,3665543,Red,KOTH,koth_ashville_final1
588,@MST,3674354,Red,KOTH,koth_lakeside_r2
589,@MST,3674336,Red,KOTH,koth_lakeside_r2
590,@MST,3641712,Red,PL,pl_vigil_rc10
591,@MST,3641679,Red,PL,pl_vigil_rc10
592,@MST,3641636,Red,PL,pl_upward_f10
593,@MST,3641587,Blue,KOTH,koth_product_final
594,Run It Back,3662745,Blue,PL,pl_swiftwater_final1
595,Run It Back,3662685,Red,PL,pl_swiftwater_final1
596,Run It Back,3662656,Red,PL,pl_swiftwater_final1
597,Run It Back,3662650,Red,PL,pl_swiftwater_final1
598,Run It Back,3662607,Blue,PL,pl_swiftwater_final1
599,Run It Back,3662582,Red,PL,pl_swiftwater_final1
600,Run It Back,3661471,Red,PL,pl_swiftwater_final1
601,Run It Back,3661441,Blue,PL,pl_swiftwater_final1
602,Run It Back,3661416,Red,PL,pl_swiftwater_final1
603,Run It Back,3661400,Red,PL,pl_swiftwater_final1
604,Run It Back,3661371,Blue,PL,pl_swiftwater_final1
605,Run It Back,3671101,Red,PL,pl_upward_f12
606,Run It Back,3671084,Red,PL,pl_upward_f12
607,Run It Back,3671059,Blue,PL,pl_upward_f12
608,Run It Back,3671016,Blue,PL,pl_upward_f12
609,Run It Back,3670990,Red,PL,pl_upward_f12
610,Run It Back,3670961,Blue,PL,pl_upward_f12
611,Run It Back,3670469,Red,PL,pl_upward_f11
612,Run It Back,3670426,Blue,PL,pl_upward_f11
613,Run It Back,3670392,Red,PL,pl_upward_f12
614,Run It Back,3670354,Blue,PL,pl_upward_f12
615,Run It Back,3670335,Red,PL,pl_upward_f12
616,Run It Back,3658569,Red,KOTH,koth_product_final
617,Run It Back,3658541,Red,KOTH,koth_product_final
618,Run It Back,3658498,Red,KOTH,koth_product_final
619,Run It Back,3658460,Red,KOTH,koth_product_final
620,Run It Back,3658428,Red,KOTH,koth_product_final
621,Run It Back,3658382,Red,KOTH,koth_product_final
622,Run It Back,3654250,Blue,PL,pl_vigil_rc10
623,Run It Back,3654247,Blue,PL,pl_vigil_rc10
624,Run It Back,3654196,Red,PL,pl_vigil_rc10
625,Run It Back,3654151,Blue,PL,pl_vigil_rc10
626,Run It Back,3654116,Blue,PL,pl_vigil_rc10
627,Run It Back,3654094,Red,PL,pl_vigil_rc10
628,Run It Back,3654045,Blue,PL,pl_vigil_rc10
629,Run It Back,3653484,Red,PL,pl_vigil_rc10
630,Run It Back,3653444,Red,PL,pl_vigil_rc10
631,Run It Back,3653391,Blue,PL,pl_vigil_rc10
632,Run It Back,3649736,Blue,KOTH,koth_ashville_final
633,Run It Back,3649721,Blue,KOTH,koth_ashville_final
634,Run It Back,3653559,Red,PL,pl_vigil_rc10
635,Run It Back,3653518,Blue,PL,pl_vigil_rc10
636,Run It Back,3662124,Blue,PL,pl_swiftwater_final1
637,Run It Back,3662110,Red,PL,pl_swiftwater_final1
638,Run It Back,3662068,Red,PL,pl_swiftwater_final1
639,Run It Back,3662028,Blue,PL,pl_swiftwater_final1
640,Run It Back,3669884,Blue,PL,pl_upward_f10
641,Run It Back,3669879,Blue,PL,pl_upward_f10
642,Run It Back,3669855,Blue,PL,pl_upward_f10
643,Run It Back,3669829,Red,PL,pl_upward_f10
644,Run It Back,3674438,Blue,KOTH,koth_lakeside_r2
645,Run It Back,3674405,Blue,KOTH,koth_lakeside_r2
646,Run It Back,3657148,Red,KOTH,koth_product_final
647,Run It Back,3657107,Red,KOTH,koth_product_final
648,Run It Back,3652812,Blue,PL,pl_vigil_rc10
649,Run It Back,3652775,Red,PL,pl_vigil_rc10
650,Run It Back,3652755,Blue,PL,pl_vigil_rc10
651,Run It Back,3652723,Red,PL,pl_vigil_rc10
652,Run It Back,3652697,Blue,PL,pl_vigil_rc10
653,Run It Back,3666919,Blue,KOTH,koth_ashville_final1
654,Run It Back,3666848,Blue,KOTH,koth_ashville_final1
655,Run It Back,3666823,Blue,KOTH,koth_ashville_final1
656,Run It Back,3666810,Blue,KOTH,koth_ashville_final1
657,Run It Back,3666744,Blue,KOTH,koth_ashville_final1
658,Run It Back,3666222,Red,KOTH,koth_ashville_final1
659,Run It Back,3666178,Red,KOTH,koth_ashville_final1
660,Run It Back,3649223,Red,KOTH,koth_product_final
661,Run It Back,3649200,Blue,PL,pl_upward_f12
662,Run It Back,3649174,Red,KOTH,koth_ashville_final
663,Run It Back,3649159,Red,KOTH,koth_ashville_final
664,Run It Back,3649133,Blue,PL,pl_vigil_rc10
665,Run It Back,3648536,Blue,PL,pl_vigil_rc10
666,Run It Back,3648500,Red,KOTH,koth_product_final
667,Run It Back,3648471,Red,PL,pl_vigil_rc10
668,Run It Back,3648419,Blue,KOTH,koth_ashville_final
669,Run It Back,3644766,Blue,PL,pl_vigil_rc10
670,Run It Back,3644754,Red,PL,pl_vigil_rc10
671,Run It Back,3644722,Blue,KOTH,koth_product_final
672,Run It Back,3644702,Red,PL,pl_vigil_rc10
673,Run It Back,3644678,Blue,KOTH,koth_product_final
674,Run It Back,3645805,Red,KOTH,koth_ashville_final
675,Run It Back,3645787,Red,PL,pl_vigil_rc10
676,Run It Back,3645765,Blue,PL,pl_vigil_rc10
677,Run It Back,3645350,Blue,KOTH,koth_product_final
678,Run It Back,3645316,Blue,KOTH,koth_cascade_rc1a
679,Run It Back,3657948,Red,KOTH,koth_product_final
680,Run It Back,3657903,Red,KOTH,koth_product_final
681,Run It Back,3657869,Red,KOTH,koth_product_final
682,Run It Back,3657833,Blue,KOTH,koth_product_final
683,Run It Back,3657807,Blue,KOTH,koth_product_final
684,Run It Back,3657772,Blue,KOTH,koth_product_final
685,Run It Back,3649830,Red,KOTH,koth_cascade_rc1a
686,Run It Back,3649808,Red,KOTH,koth_cascade_rc1a
687,Run It Back,3649777,Blue,PL,pl_upward_f12
688,Run It Back,3674354,Blue,KOTH,koth_lakeside_r2
689,Run It Back,3674336,Blue,KOTH,koth_lakeside_r2
690,FroggieLand,3657229,Red,KOTH,koth_product_final
691,FroggieLand,3657205,Red,KOTH,koth_product_final
692,FroggieLand,3657175,Red,KOTH,koth_product_final
693,FroggieLand,3657170,Blue,KOTH,koth_product_final
694,FroggieLand,3657169,Blue,KOTH,koth_product_final
695,FroggieLand,3657136,Blue,KOTH,koth_product_final
696,FroggieLand,3654262,Blue,PL,pl_vigil_rc10
697,FroggieLand,3654250,Red,PL,pl_vigil_rc10
698,FroggieLand,3654247,Red,PL,pl_vigil_rc10
699,FroggieLand,3654196,Blue,PL,pl_vigil_rc10
700,FroggieLand,3654151,Red,PL,pl_vigil_rc10
701,FroggieLand,3654086,Blue,PL,pl_vigil_rc10
702,FroggieLand,3654046,Red,PL,pl_vigil_rc10
703,FroggieLand,3648532,Blue,KOTH,koth_ashville_final1
704,FroggieLand,3648510,Red,PL,pl_swiftwater_final1
705,FroggieLand,3648464,Blue,KOTH,koth_ashville_final1
706,FroggieLand,3648438,Red,PL,pl_upward_f11
707,FroggieLand,3653547,Blue,PL,pl_vigil_rc10
708,FroggieLand,3653545,Blue,PL,pl_vigil_rc10
709,FroggieLand,3653513,Red,PL,pl_vigil_rc10
710,FroggieLand,3653435,Blue,PL,pl_vigil_rc10
711,FroggieLand,3649208,Blue,KOTH,koth_product_final
712,FroggieLand,3649187,Blue,PL,pl_vigil_rc10
713,FroggieLand,3652839,Red,PL,pl_vigil_rc10
714,FroggieLand,3652831,Red,PL,pl_vigil_rc10
715,FroggieLand,3652794,Blue,PL,pl_vigil_rc10
716,FroggieLand,3652765,Red,PL,pl_vigil_rc10
717,FroggieLand,3652759,Blue,PL,pl_vigil_rc10
718,FroggieLand,3652756,Blue,PL,pl_vigil_rc10
719,FroggieLand,3652720,Red,PL,pl_vigil_rc10
720,FroggieLand,3671156,Blue,PL,pl_upward_f12
721,FroggieLand,3671147,Blue,PL,pl_upward_f12
722,FroggieLand,3671081,Red,PL,pl_upward_f12
723,FroggieLand,3671041,Red,PL,pl_upward_f12
724,FroggieLand,3671000,Blue,PL,pl_upward_f12
725,FroggieLand,3670972,Red,PL,pl_upward_f12
726,FroggieLand,3666931,Blue,KOTH,koth_ashville_final1
727,FroggieLand,3666908,Blue,KOTH,koth_ashville_final1
728,FroggieLand,3666860,Blue,KOTH,koth_ashville_final1
729,FroggieLand,3666796,Blue,KOTH,koth_ashville_final1
730,FroggieLand,3666746,Blue,KOTH,koth_ashville_final1
731,FroggieLand,3662777,Blue,PL,pl_swiftwater_final1
732,FroggieLand,3662757,Blue,PL,pl_swiftwater_final1
733,FroggieLand,3662694,Red,PL,pl_swiftwater_final1
734,FroggieLand,3662640,Blue,PL,pl_swiftwater_final1
735,FroggieLand,3662590,Red,PL,pl_swiftwater_final1
736,FroggieLand,3658436,Blue,KOTH,koth_product_final
737,FroggieLand,3658390,Blue,KOTH,koth_product_final
738,FroggieLand,3641153,Blue,PL,pl_upward_f11
739,FroggieLand,3641107,Blue,KOTH,koth_ashville_final1
740,FroggieLand,3641083,Red,PL,pl_vigil_rc10
741,FroggieLand,3641043,Blue,KOTH,koth_ashville_final
742,FroggieLand,3641746,Red,PL,pl_upward_f11
743,FroggieLand,3641711,Blue,KOTH,koth_product_final
744,FroggieLand,3641669,Blue,KOTH,koth_ashville_final
745,FroggieLand,3641621,Red,PL,pl_vigil_rc10
746,FroggieLand,3641586,Blue,KOTH,koth_ashville_final1
747,FroggieLand,3666268,Blue,KOTH,koth_ashville_final1
748,FroggieLand,3666230,Blue,KOTH,koth_ashville_final1
749,FroggieLand,3666179,Blue,KOTH,koth_ashville_final1
750,FroggieLand,3666163,Blue,KOTH,koth_ashville_final1
751,FroggieLand,3666118,Blue,KOTH,koth_ashville_final1
752,FroggieLand,3662172,Blue,PL,pl_swiftwater_final1
753,FroggieLand,3662153,Blue,PL,pl_swiftwater_final1
754,FroggieLand,3662098,Red,PL,pl_swiftwater_final1
755,FroggieLand,3662060,Blue,PL,pl_swiftwater_final1
756,FroggieLand,3662020,Red,PL,pl_swiftwater_final1
757,FroggieLand,3661453,Blue,PL,pl_swiftwater_final1
758,FroggieLand,3661446,Red,PL,pl_swiftwater_final1
759,FroggieLand,3661424,Blue,PL,pl_swiftwater_final1
760,FroggieLand,3661421,Blue,PL,pl_swiftwater_final1
761,FroggieLand,3661389,Red,PL,pl_swiftwater_final1
762,FroggieLand,3674469,Blue,KOTH,koth_lakeside_r2
763,FroggieLand,3674444,Blue,KOTH,koth_lakeside_r2
764,FroggieLand,3674407,Blue,KOTH,koth_lakeside_r2
765,FroggieLand,3674377,Blue,KOTH,koth_lakeside_r2
766,FroggieLand,3674347,Blue,KOTH,koth_lakeside_r2
767,FroggieLand,3649777,Red,PL,pl_upward_f12
768,FroggieLand,3649736,Red,KOTH,koth_ashville_final
769,FroggieLand,3649721,Red,KOTH,koth_ashville_final
770,Worse Comp Format,3671140,Blue,PL,pl_upward_f12
771,Worse Comp Format,3671088,Red,PL,pl_upward_f12
772,Worse Comp Format,3671045,Blue,PL,pl_upward_f12
773,Worse Comp Format,3671009,Red,PL,pl_upward_f12
774,Worse Comp Format,3670979,Blue,PL,pl_upward_f12
775,Worse Comp Format,3666913,Red,KOTH,koth_ashville_final1
776,Worse Comp Format,3666866,Red,KOTH,koth_ashville_final1
777,Worse Comp Format,3666155,Red,KOTH,koth_ashville_final1
778,Worse Comp Format,3666129,Red,KOTH,koth_ashville_final1
779,Worse Comp Format,3662782,Red,PL,pl_swiftwater_final1
780,Worse Comp Format,3662721,Blue,PL,pl_swiftwater_final1
781,Worse Comp Format,3662675,Red,PL,pl_swiftwater_final1
782,Worse Comp Format,3654195,Blue,PL,pl_vigil_rc10
783,Worse Comp Format,3654153,Red,PL,pl_vigil_rc10
784,Worse Comp Format,3653564,Red,PL,pl_vigil_rc10
785,Worse Comp Format,3653526,Blue,PL,pl_vigil_rc10
786,Worse Comp Format,3653487,Red,PL,pl_vigil_rc10
787,Worse Comp Format,3653453,Blue,PL,pl_vigil_rc10
788,Worse Comp Format,3653426,Red,PL,pl_vigil_rc10
789,Worse Comp Format,3653390,Blue,PL,pl_vigil_rc10
790,Worse Comp Format,3662625,Blue,PL,pl_swiftwater_final1
791,Worse Comp Format,3674393,Blue,KOTH,koth_lakeside_r2
792,Worse Comp Format,3674363,Blue,KOTH,koth_lakeside_r2
793,Worse Comp Format,3674334,Blue,KOTH,koth_lakeside_r2
794,Worse Comp Format,3662161,Red,PL,pl_swiftwater_final1
795,Worse Comp Format,3674482,Red,KOTH,koth_lakeside_r2
796,Worse Comp Format,3674421,Red,KOTH,koth_lakeside_r2
797,Worse Comp Format,3654084,Red,PL,pl_vigil_rc10
798,Worse Comp Format,3654036,Blue,PL,pl_vigil_rc10
799,Worse Comp Format,3666813,Red,KOTH,koth_ashville_final1
800,Worse Comp Format,3666771,Red,KOTH,koth_ashville_final1
801,Worse Comp Format,3665599,Blue,KOTH,koth_ashville_final1
802,Worse Comp Format,3665548,Blue,KOTH,koth_ashville_final1
803,Worse Comp Format,3665520,Blue,KOTH,koth_ashville_final1
804,Worse Comp Format,3665489,Blue,KOTH,koth_ashville_final1
805,Worse Comp Format,3665465,Blue,KOTH,koth_ashville_final1
806,Worse Comp Format,3661502,Red,PL,pl_swiftwater_final1
807,Worse Comp Format,3661465,Blue,PL,pl_swiftwater_final1
808,Worse Comp Format,3661436,Blue,PL,pl_swiftwater_final1
809,Worse Comp Format,3661404,Red,PL,pl_swiftwater_final1
810,Worse Comp Format,3661376,Blue,PL,pl_swiftwater_final1
811,Worse Comp Format,3658537,Red,KOTH,koth_product_final
812,Worse Comp Format,3658491,Red,KOTH,koth_product_final
813,Worse Comp Format,3658436,Red,KOTH,koth_product_final
814,Worse Comp Format,3658390,Red,KOTH,koth_product_final
815,Worse Comp Format,3657891,Blue,KOTH,koth_product_final
816,Worse Comp Format,3657864,Blue,KOTH,koth_product_final
817,Worse Comp Format,3657839,Red,KOTH,koth_product_final
818,Worse Comp Format,3657778,Red,KOTH,koth_product_final
819,Worse Comp Format,3645912,Red,PL,pl_vigil_rc10
820,Worse Comp Format,3645858,Red,KOTH,koth_product_final
821,Worse Comp Format,3670491,Red,PL,pl_upward_f12
822,Worse Comp Format,3670453,Blue,PL,pl_upward_f12
823,Worse Comp Format,3645798,Blue,PL,pl_vigil_rc10
824,Worse Comp Format,3645760,Blue,KOTH,koth_lakeside_r2
825,Impostors,3658533,Blue,KOTH,koth_product_final
826,Impostors,3658495,Blue,KOTH,koth_product_final
827,Impostors,3658437,Blue,KOTH,koth_product_final
828,Impostors,3658384,Blue,KOTH,koth_product_final
829,Impostors,3657921,Blue,KOTH,koth_product_final
830,Impostors,3657886,Blue,KOTH,koth_product_final
831,Impostors,3657858,Blue,KOTH,koth_product_final
832,Impostors,3657839,Blue,KOTH,koth_product_final
833,Impostors,3657778,Blue,KOTH,koth_product_final
834,Impostors,3654295,Blue,PL,pl_vigil_rc10
835,Impostors,3654278,Red,PL,pl_vigil_rc10
836,Impostors,3654266,Red,PL,pl_vigil_rc10
837,Impostors,3654203,Blue,PL,pl_vigil_rc10
838,Impostors,3654142,Red,PL,pl_vigil_rc10
839,Impostors,3654080,Red,PL,pl_vigil_rc10
840,Impostors,3654039,Blue,PL,pl_vigil_rc10
841,Impostors,3649855,Red,PL,pl_upward_f11
842,Impostors,3649793,Blue,KOTH,koth_product_final
843,Impostors,3649740,Blue,KOTH,koth_product_final
844,Impostors,3649727,Blue,PL,pl_vigil_rc10
845,Impostors,3653548,Blue,PL,pl_vigil_rc10
846,Impostors,3653519,Red,PL,pl_vigil_rc10
847,Impostors,3653472,Blue,PL,pl_vigil_rc10
848,Impostors,3653433,Red,PL,pl_vigil_rc10
849,Impostors,3653392,Blue,PL,pl_vigil_rc10
850,Impostors,3645873,Blue,KOTH,koth_product_final
851,Impostors,3645843,Red,PL,pl_vigil_rc10
852,Impostors,3644732,Blue,KOTH,koth_product_final
853,Impostors,3644718,Red,PL,pl_vigil_rc10
854,Impostors,3644681,Blue,KOTH,koth_product_final
855,Impostors,3644667,Red,PL,pl_vigil_rc10
856,Impostors,3641153,Red,PL,pl_upward_f11
857,Impostors,3641107,Red,KOTH,koth_ashville_final1
858,Impostors,3662748,Blue,PL,pl_swiftwater_final1
859,Impostors,3662705,Red,PL,pl_swiftwater_final1
860,Impostors,3662614,Red,PL,pl_swiftwater_final1
861,Impostors,3662580,Blue,PL,pl_swiftwater_final1
862,Impostors,3652821,Red,PL,pl_vigil_rc10
863,Impostors,3652783,Blue,PL,pl_vigil_rc10
864,Impostors,3652755,Red,PL,pl_vigil_rc10
865,Impostors,3652723,Blue,PL,pl_vigil_rc10
866,Impostors,3652697,Red,PL,pl_vigil_rc10
867,Impostors,3666913,Blue,KOTH,koth_ashville_final1
868,Impostors,3666866,Blue,KOTH,koth_ashville_final1
869,Impostors,3666803,Blue,KOTH,koth_ashville_final1
870,Impostors,3666745,Blue,KOTH,koth_ashville_final1
871,Impostors,3674355,Red,KOTH,koth_lakeside_r2
872,Impostors,3665587,Blue,KOTH,koth_ashville_final1
873,Impostors,3665572,Blue,KOTH,koth_ashville_final1
874,Impostors,3665539,Blue,KOTH,koth_ashville_final1
875,Impostors,3665523,Blue,KOTH,koth_ashville_final1
876,Impostors,3665495,Blue,KOTH,koth_ashville_final1
877,Impostors,3665469,Blue,KOTH,koth_ashville_final1
878,Impostors,3662162,Blue,PL,pl_swiftwater_final1
879,Impostors,3662103,Red,PL,pl_swiftwater_final1
880,Impostors,3662050,Blue,PL,pl_swiftwater_final1
881,Impostors,3662026,Red,PL,pl_swiftwater_final1
882,Impostors,3645337,Red,KOTH,koth_ashville_final1
